resource,functionName,action,userId,ipAddress,userAgent,message,httpMethod,urlPath,timestamp,duration,status,severity,anomalyScore,responseStatus,details
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (6ms),GET,/dashboard,2026-06-14T10:18:13.224Z,6,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (4ms),GET,/dashboard,2026-06-14T10:18:13.699Z,4,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:18:14.027Z,3,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (2469ms),GET,/dashboard,2026-06-14T10:18:14.302Z,2469,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (25115ms),POST,/api/analyze,2026-06-14T10:18:37.259Z,25115,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (11213ms),POST,/api/analyze,2026-06-14T10:19:22.232Z,11213,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (11967ms),POST,/api/analyze,2026-06-14T10:19:30.926Z,11967,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (91079ms),POST,/api/analyze,2026-06-14T10:19:46.080Z,91079,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (12ms),GET,/dashboard,2026-06-14T10:20:29.125Z,12,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (5ms),GET,/dashboard,2026-06-14T10:20:29.788Z,5,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:29.978Z,2,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:30.123Z,3,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (1177ms),GET,/dashboard,2026-06-14T10:20:30.290Z,1177,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (8ms),GET,/dashboard,2026-06-14T10:20:37.671Z,8,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:37.831Z,2,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:37.997Z,2,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:38.163Z,3,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (8ms),GET,/dashboard,2026-06-14T10:20:38.577Z,8,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (1023ms),GET,/dashboard,2026-06-14T10:20:38.685Z,1023,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:38.876Z,3,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:39.062Z,2,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:39.292Z,2,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (931ms),GET,/dashboard,2026-06-14T10:20:39.501Z,931,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (9ms),GET,/dashboard,2026-06-14T10:20:42.220Z,9,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:42.390Z,3,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:42.560Z,3,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:42.728Z,3,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (677ms),GET,/dashboard,2026-06-14T10:20:42.888Z,677,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (12968ms),POST,/api/analyze,2026-06-14T10:20:43.427Z,12968,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (7811ms),POST,/api/analyze,2026-06-14T10:20:51.229Z,7811,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (5ms),GET,/dashboard,2026-06-14T10:20:54.340Z,5,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (2ms),GET,/dashboard,2026-06-14T10:20:54.515Z,2,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:54.670Z,3,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:20:54.819Z,3,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (606ms),GET,/dashboard,2026-06-14T10:20:54.941Z,606,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (7251ms),POST,/api/analyze,2026-06-14T10:21:02.736Z,7251,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (11265ms),POST,/api/analyze,2026-06-14T10:23:49.697Z,11265,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (1409ms),GET,/dashboard,2026-06-14T10:38:36.692Z,1409,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (535ms),GET,/dashboard,2026-06-14T10:38:37.678Z,535,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (381ms),GET,/dashboard,2026-06-14T10:38:38.202Z,381,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (364ms),GET,/dashboard,2026-06-14T10:38:38.714Z,364,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (3538ms),GET,/dashboard,2026-06-14T10:38:38.820Z,3538,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (32767ms),POST,/api/analyze,2026-06-14T10:39:14.126Z,32767,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (175ms),GET,/dashboard,2026-06-14T10:39:54.244Z,175,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (171ms),GET,/dashboard,2026-06-14T10:39:54.799Z,171,SUCCESS,TRAINING,0,,
Article,getArticles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via getArticles recorded for baseline (129ms),GET,/dashboard,2026-06-14T10:39:55.050Z,129,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (3ms),GET,/dashboard,2026-06-14T10:39:55.185Z,3,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (1244ms),GET,/dashboard,2026-06-14T10:39:55.313Z,1244,SUCCESS,TRAINING,0,,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (7502ms),POST,/api/analyze,2026-06-14T10:40:03.379Z,7502,SUCCESS,TRAINING,0,,
Article,upsertArticle,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via upsertArticle recorded for baseline (1378ms),PATCH,/dashboard,2026-06-14T10:41:47.330Z,1378,SUCCESS,TRAINING,0,,
Article,upsertArticle,CREATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] CREATE on Article via upsertArticle recorded for baseline (1378ms),PATCH,/dashboard,2026-06-14T10:41:47.508Z,1378,SUCCESS,TRAINING,0,,
Article,upsertArticle,UPDATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] UPDATE on Article via upsertArticle recorded for baseline (1378ms),PATCH,/dashboard,2026-06-14T10:41:47.671Z,1378,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (168ms),GET,/dashboard,2026-06-14T10:41:48.109Z,168,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (166ms),GET,/dashboard,2026-06-14T10:41:48.424Z,166,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (154ms),GET,/dashboard,2026-06-14T10:41:48.898Z,154,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (1067ms),GET,/dashboard,2026-06-14T10:41:49.008Z,1067,SUCCESS,TRAINING,0,,
External_Analyze,ArticleTrendAnalyzer,CREATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] CREATE on External_Analyze via ArticleTrendAnalyzer recorded for baseline (10914ms),POST,/dashboard,2026-06-14T10:42:01.244Z,10914,SUCCESS,TRAINING,0,200,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (11089ms),POST,/api/analyze,2026-06-14T10:42:01.408Z,11089,SUCCESS,TRAINING,0,,
Article,upsertArticle,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Article via upsertArticle recorded for baseline (2894ms),PATCH,/dashboard,2026-06-14T10:42:41.549Z,2894,SUCCESS,TRAINING,0,,
Article,upsertArticle,CREATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] CREATE on Article via upsertArticle recorded for baseline (2894ms),PATCH,/dashboard,2026-06-14T10:42:42.226Z,2894,SUCCESS,TRAINING,0,,
Article,upsertArticle,UPDATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] UPDATE on Article via upsertArticle recorded for baseline (2894ms),PATCH,/dashboard,2026-06-14T10:42:42.483Z,2894,SUCCESS,TRAINING,0,,
Auth,getUser,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Auth via getUser recorded for baseline (220ms),GET,/dashboard,2026-06-14T10:42:43.244Z,220,SUCCESS,TRAINING,0,,
Profile,getProfiles,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Profile via getProfiles recorded for baseline (298ms),GET,/dashboard,2026-06-14T10:42:43.724Z,298,SUCCESS,TRAINING,0,,
Comment,getCommentsbyArticleIds,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Comment via getCommentsbyArticleIds recorded for baseline (245ms),GET,/dashboard,2026-06-14T10:42:44.342Z,245,SUCCESS,TRAINING,0,,
Dashboard,doRender,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Dashboard via doRender recorded for baseline (1475ms),GET,/dashboard,2026-06-14T10:42:44.499Z,1475,SUCCESS,TRAINING,0,,
External_Analyze,ArticleTrendAnalyzer,CREATE,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] CREATE on External_Analyze via ArticleTrendAnalyzer recorded for baseline (7349ms),POST,/dashboard,2026-06-14T10:42:52.454Z,7349,SUCCESS,TRAINING,0,200,
Analyze,ArticleTrendAnalyzer,READ,7e263ec0-6b5d-4e22-98cd-734865a3dc85,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",[TRAINING] READ on Analyze via ArticleTrendAnalyzer recorded for baseline (7582ms),POST,/api/analyze,2026-06-14T10:42:52.666Z,7582,SUCCESS,TRAINING,0,,
